Strike,Open,High,Low,Last,Change,Bid,Ask,Volume,"Open Int",Premium,Time,Type
62.50P,0.38,0.45,0.38,0.45,-0.02,0.36,0.38,81,1015,450,02/06/25,Put
63.00P,0.42,0.42,0.42,0.42,-0.08,0.41,0.43,7,1974,420,"02:34 ET",Put
63.50P,0.49,0.49,0.49,0.49,-0.07,0.46,0.48,20,1308,490,"01:34 ET",Put
64.00P,0.52,0.53,0.52,0.53,-0.1,0.51,0.53,5,2952,520,"05:05 ET",Put
64.50P,0.63,0.71,0.63,0.7,-0.01,0.57,0.6,68,1140,700,02/06/25,Put
65.00P,0.82,0.82,0.64,0.69,-0.09,0.64,0.67,29,13349,640,"05:30 ET",Put
65.50P,0.83,0.9,0.83,0.88,-0.01,0.72,0.75,80,831,880,02/06/25,Put
66.00P,0.93,0.93,0.89,0.89,-0.09,0.82,0.84,18,2186,890,"21:31 ET",Put
66.50P,0.92,1.1,0.92,1.1,-0.01,0.92,0.94,605,1335,1100,02/06/25,Put
67.00P,1.03,1.25,1.03,1.23,0,1.03,1.06,237,4568,1230,02/06/25,Put
67.50P,1.15,1.42,1.15,1.37,0,1.16,1.18,98,1924,1370,02/06/25,Put
68.00P,1.34,1.34,1.34,1.34,-0.19,1.3,1.33,82,7444,1340,"03:08 ET",Put
68.50P,1.51,1.76,1.51,1.7,0.02,1.46,1.48,256,2661,1700,02/06/25,Put
69.00P,1.71,1.89,1.59,1.89,0.04,1.63,1.66,219,2063,1890,02/06/25,Put
69.50P,1.9,2.18,1.81,2.09,0.04,1.82,1.85,47,651,2090,02/06/25,Put
70.00P,2.14,2.14,2.14,2.14,-0.18,2.02,2.05,5,9585,2140,"21:32 ET",Put
70.50P,2.4,2.63,2.21,2.55,0.06,2.25,2.28,94,924,2550,02/06/25,Put
71.00P,2.56,2.81,2.44,2.81,0.06,2.48,2.52,1945,5499,2810,02/06/25,Put
71.50P,2.69,3.09,2.69,3.09,0.08,2.73,2.77,191,1399,3090,02/06/25,Put
72.00P,2.93,3.43,2.9,3.38,0.08,3.01,3.05,41,2964,3380,02/06/25,Put
72.50P,3.59,3.68,3.33,3.36,-0.32,3.3,3.34,5,1274,3680,"04:51 ET",Put
73.00P,3.91,4.01,3.91,4.01,0.09,3.6,3.65,121,1982,4010,02/06/25,Put
73.50P,0,4.35,4.35,4.35,0.1,3.93,3.97,3,1309,4350,02/06/25,Put
74.00P,4.23,4.71,4.23,4.71,0.13,4.25,4.34,34,3954,4710,02/06/25,Put
74.50P,4.51,5.08,4.51,5.08,0.15,4.61,4.7,6,899,5080,02/06/25,Put
75.00P,0,5.46,5.46,5.46,0.16,4.98,5.2,2,3041,5460,02/06/25,Put
75.50P,0,5.86,5.86,5.86,0.18,5.36,5.68,,673,5860,02/06/25,Put
76.00P,5.79,6.27,5.79,6.27,0.19,5.75,5.96,8,1682,6270,02/06/25,Put
76.50P,6.15,6.69,6.15,6.69,0.21,6.16,6.52,1,385,6690,02/06/25,Put
77.00P,0,7.12,7.12,7.12,0.22,6.4,6.8,,287,7120,02/06/25,Put
77.50P,0,7.55,7.55,7.55,0.23,6.81,7.5,,118,7550,02/06/25,Put
78.00P,7.13,8,7.13,8,0.25,7.21,7.67,3,393,8000,02/06/25,Put
78.50P,0,8.46,8.46,8.46,0.26,7.62,8.12,,94,8460,02/06/25,Put
79.00P,0,8.92,8.92,8.92,0.27,8.11,8.95,1,24,8920,02/06/25,Put
79.50P,0,9.38,9.38,9.38,0.28,8.47,9.38,,177,9380,02/06/25,Put
80.00P,0,9.85,9.85,9.85,0.28,8.9,9.88,1,60,9850,02/06/25,Put
80.50P,0,10.32,10.32,10.32,0.29,9.33,10.39,,25,10320,02/06/25,Put
81.00P,0,10.8,10.8,10.8,0.29,9.76,10.9,,19,10800,02/06/25,Put
81.50P,0,11.28,11.28,11.28,0.3,10.18,11.43,,24,11280,02/06/25,Put
82.00P,0,11.76,11.76,11.76,0.3,10.61,11.97,,3,11760,02/06/25,Put
82.50P,0,12.25,12.25,12.25,0.31,11.04,12.5,,6,12250,02/06/25,Put
83.00P,0,12.73,12.73,12.73,0.31,11.48,13.03,,1,12730,02/06/25,Put
84.00P,0,13.71,13.71,13.71,0.32,12.34,14.12,,2,13710,02/06/25,Put
85.00P,0,14.7,14.7,14.7,0.34,13.17,15.26,,2,14700,02/06/25,Put
86.00P,15.18,15.68,15.18,15.68,0.34,14.09,16.31,3,3,15680,02/06/25,Put
86.50P,0,16.18,16.18,16.18,0.35,14.53,16.85,,1,16180,02/06/25,Put
89.00P,0,18.65,18.65,18.65,0.35,16.74,19.6,,10,18650,02/06/25,Put
90.00P,0,19.65,19.65,19.65,0.36,17.63,20.7,,81,19650,02/06/25,Put
90.50P,0,20.15,20.15,20.15,0.36,18.07,21.25,,1,20150,02/06/25,Put
92.50P,0,22.14,22.14,22.14,0.36,19.86,23.45,,1,22140,02/06/25,Put
93.00P,0,22.64,22.64,22.64,0.37,20.31,24,,1,22640,02/06/25,Put
97.50P,0,27.13,27.13,27.13,0.37,24.36,28.93,,1,27130,02/06/25,Put
98.00P,0,27.63,27.63,27.63,0.37,24.81,29.48,,2,27630,02/06/25,Put
99.00P,0,28.63,28.63,28.63,0.37,25.72,30.57,25,25,28630,02/06/25,Put
100.00P,0,29.63,29.63,29.63,0.37,26.62,31.66,,135,29630,02/06/25,Put
175.00P,0,104.63,104.63,104.63,,95.45,112.83,3,,104630,02/06/25,Put
180.00P,0,109.63,109.63,109.63,0.36999999999999,100.04,118.24,6,4,109630,02/06/25,Put
